Order ID,Order Date,Ship Date,Customer Segment,Country,Category,Product,Quantity,Unit Price ($),Discount,Revenue ($),Cost ($),Profit ($),Profit Margin %,Shipping Days,Month Name
ORD-2023-1162,2023-06-20,2023-06-22,Corporate,Egypt,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.0,440.0,190,250.0,56.81818181818182,2,Jun
ORD-2023-1163,2023-08-22,2023-08-25,Consumer,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,8,110,0.0,880.0,360,520.0,59.09090909090909,3,Aug
ORD-2023-1164,2023-07-17,2023-07-20,Corporate,Saudi Arabia,Mobile Devices,Smartphone Ultra,1,950,0.2,760.0,600,160.0,21.052631578947366,3,Jul
ORD-2023-1165,2023-07-06,2023-07-10,Small Business,Saudi Arabia,Computing,"Tablet Air 10""",5,520,0.0,2600.0,1700,900.0,34.61538461538461,4,Jul
ORD-2023-1166,2023-09-17,2023-09-22,Corporate,Uae,Mobile Devices,Smartphone Ultra,4,950,0.05,3610.0,2400,1210.0,33.51800554016621,5,Sep
ORD-2023-1167,2023-01-06,2023-01-12,Consumer,Saudi Arabia,Mobile Devices,Smartwatch Series 5,3,280,0.0,840.0,450,390.0,46.42857142857143,6,Jan
ORD-2023-1168,2023-01-18,2023-01-21,Corporate,Saudi Arabia,Mobile Devices,Smartphone Ultra,2,950,0.0,1900.0,1200,700.0,36.84210526315789,3,Jan
ORD-2023-1169,2023-06-21,2023-06-24,Consumer,Egypt,Mobile Devices,Smartwatch Series 5,1,280,0.1,252.0,150,102.0,40.476190476190474,3,Jun
ORD-2023-1170,2023-07-01,2023-07-05,Small Business,Saudi Arabia,Mobile Devices,Smartphone Ultra,2,950,0.05,1805.0,1200,605.0,33.51800554016621,4,Jul
ORD-2023-1171,2023-10-22,2023-10-25,Corporate,Saudi Arabia,Computing,Laptop Pro 15,1,1200,0.0,1200.0,780,420.0,35.0,3,Oct
ORD-2023-1172,2023-05-23,2023-05-25,Small Business,Germany,Displays,"4K UHD Monitor 27""",1,380,0.0,380.0,260,120.0,31.57894736842105,2,May
ORD-2023-1173,2023-07-15,2023-07-22,Small Business,Saudi Arabia,Mobile Devices,Smartphone Ultra,2,950,0.0,1900.0,1200,700.0,36.84210526315789,7,Jul
ORD-2023-1174,2023-02-07,2023-02-10,Small Business,United States,Audio & Accessories,Noise-Cancelling Headphones,10,220,0.0,2200.0,950,1250.0,56.81818181818182,3,Feb
ORD-2023-1175,2023-03-22,2023-03-25,Small Business,United States,Mobile Devices,Smartphone Ultra,8,950,0.05,7220.0,4800,2420.0,33.51800554016621,3,Mar
ORD-2023-1176,2023-12-27,2023-12-28,Corporate,United Kingdom,Computing,"Tablet Air 10""",1,520,0.05,494.0,340,154.0,31.17408906882591,1,Dec
ORD-2023-1177,2023-09-21,2023-09-23,Corporate,United States,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.15,187.0,90,97.0,51.87165775401069,2,Sep
ORD-2023-1178,2023-01-06,2023-01-10,Small Business,Germany,Mobile Devices,Smartphone Ultra,1,950,0.0,950.0,600,350.0,36.84210526315789,4,Jan
ORD-2023-1179,2023-10-01,2023-10-05,Corporate,Egypt,Audio & Accessories,Noise-Cancelling Headphones,8,220,0.0,1760.0,760,1000.0,56.81818181818182,4,Oct
ORD-2023-1180,2023-07-14,2023-07-17,Consumer,United Kingdom,Computing,"Tablet Air 10""",1,520,0.0,520.0,340,180.0,34.61538461538461,3,Jul
ORD-2023-1181,2023-04-10,2023-04-14,Small Business,United Kingdom,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.05,104.5,45,59.5,56.9377990430622,4,Apr
ORD-2023-1182,2023-09-16,2023-09-18,Small Business,Egypt,Displays,"4K UHD Monitor 27""",3,380,0.1,1026.0,780,246.0,23.976608187134502,2,Sep
ORD-2023-1183,2023-03-04,2023-03-07,Small Business,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.0,220.0,90,130.0,59.09090909090909,3,Mar
ORD-2023-1184,2023-07-16,2023-07-18,Corporate,Egypt,Displays,"4K UHD Monitor 27""",1,380,0.0,380.0,260,120.0,31.57894736842105,2,Jul
ORD-2023-1185,2023-04-03,2023-04-04,Corporate,Saudi Arabia,Computing,"Tablet Air 10""",2,520,0.0,1040.0,680,360.0,34.61538461538461,1,Apr
ORD-2023-1186,2023-10-26,2023-10-28,Corporate,Saudi Arabia,Displays,"4K UHD Monitor 27""",10,380,0.1,3420.0,2600,820.0,23.976608187134502,2,Oct
ORD-2023-1187,2023-05-15,2023-05-17,Consumer,Germany,Mobile Devices,Smartwatch Series 5,2,280,0.0,560.0,300,260.0,46.42857142857143,2,May
ORD-2023-1188,2023-04-22,2023-04-25,Corporate,United States,Mobile Devices,Smartwatch Series 5,3,280,0.1,756.0,450,306.0,40.476190476190474,3,Apr
ORD-2023-1189,2023-03-24,2023-03-25,Consumer,Egypt,Mobile Devices,Smartwatch Series 5,1,280,0.05,266.0,150,116.0,43.609022556390975,1,Mar
ORD-2023-1190,2023-07-28,2023-07-29,Small Business,Uae,Computing,"Tablet Air 10""",2,520,0.0,1040.0,680,360.0,34.61538461538461,1,Jul
ORD-2023-1191,2023-09-16,2023-09-18,Consumer,Egypt,Displays,"4K UHD Monitor 27""",2,380,0.0,760.0,520,240.0,31.57894736842105,2,Sep
ORD-2023-1192,2023-02-07,2023-02-09,Consumer,Egypt,Displays,"4K UHD Monitor 27""",8,380,0.1,2736.0,2080,656.0,23.976608187134502,2,Feb
ORD-2023-1193,2023-12-25,2023-12-28,Corporate,Saudi Arabia,Mobile Devices,Smartphone Ultra,4,950,0.05,3610.0,2400,1210.0,33.51800554016621,3,Dec
ORD-2023-1194,2023-07-23,2023-07-25,Small Business,Egypt,Audio & Accessories,Noise-Cancelling Headphones,8,220,0.0,1760.0,760,1000.0,56.81818181818182,2,Jul
ORD-2023-1195,2023-11-12,2023-11-14,Corporate,Uae,Mobile Devices,Smartphone Ultra,2,950,0.0,1900.0,1200,700.0,36.84210526315789,2,Nov
ORD-2023-1196,2023-05-15,2023-02-05,Consumer,Egypt,Mobile Devices,Smartwatch Series 5,2,280,0.05,532.0,300,232.0,43.609022556390975,-99,May
ORD-2023-1197,2023-10-11,2023-10-15,Corporate,Uae,Computing,Laptop Pro 15,3,1200,0.05,3420.0,2340,1080.0,31.57894736842105,4,Oct
ORD-2023-1198,2023-04-18,2023-04-20,Corporate,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.0,220.0,90,130.0,59.09090909090909,2,Apr
ORD-2023-1199,2023-03-02,2023-03-04,Small Business,United Kingdom,Computing,Laptop Pro 15,5,1200,0.3,4200.0,3900,300.0,7.142857142857142,2,Mar
ORD-2023-1200,2023-07-25,2023-08-01,Corporate,Egypt,Audio & Accessories,Noise-Cancelling Headphones,3,220,0.0,660.0,285,375.0,56.81818181818182,7,Jul
ORD-2023-1201,2023-10-10,2023-10-12,Corporate,Saudi Arabia,Mobile Devices,Smartphone Ultra,4,950,0.0,3800.0,2400,1400.0,36.84210526315789,2,Oct
ORD-2023-1202,2023-01-25,2023-01-29,Corporate,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.1,99.0,45,54.0,54.54545454545454,4,Jan
ORD-2023-1203,2023-07-26,2023-07-29,Corporate,Uae,Computing,Laptop Pro 15,1,1200,0.1,1080.0,780,300.0,27.77777777777778,3,Jul
ORD-2023-1204,2023-02-15,2023-02-18,Consumer,Egypt,Mobile Devices,Smartwatch Series 5,1,280,0.2,224.0,150,74.0,33.035714285714285,3,Feb
ORD-2023-1205,2023-03-13,2023-03-16,Corporate,Saudi Arabia,Computing,"Tablet Air 10""",1,520,0.0,520.0,340,180.0,34.61538461538461,3,Mar
ORD-2023-1206,2023-12-29,2024-01-01,Consumer,United Kingdom,Displays,"4K UHD Monitor 27""",8,380,0.1,2736.0,2080,656.0,23.976608187134502,3,Dec
ORD-2023-1207,2023-03-23,2023-03-25,Small Business,Egypt,Mobile Devices,Smartphone Ultra,2,950,0.2,1520.0,1200,320.0,21.052631578947366,2,Mar
ORD-2023-1208,2023-05-30,2023-06-02,Corporate,Egypt,Mobile Devices,Smartphone Ultra,3,950,0.0,2850.0,1800,1050.0,36.84210526315789,3,May
ORD-2023-1209,2023-12-12,2023-12-15,Corporate,Egypt,Mobile Devices,Smartphone Ultra,1,950,0.0,950.0,600,350.0,36.84210526315789,3,Dec
ORD-2023-1210,2023-06-29,2023-06-30,Consumer,Egypt,Computing,"Tablet Air 10""",5,520,0.05,2470.0,1700,770.0,31.17408906882591,1,Jun
ORD-2023-1211,2023-07-31,2023-08-01,Corporate,Uae,Mobile Devices,Smartwatch Series 5,1,280,0.1,252.0,150,102.0,40.476190476190474,1,Jul
ORD-2023-1212,2023-08-06,2023-08-09,Consumer,Egypt,Displays,"4K UHD Monitor 27""",1,380,0.05,361.0,260,101.0,27.977839335180054,3,Aug
ORD-2023-1213,2023-05-27,2023-05-29,Consumer,United States,Computing,Laptop Pro 15,10,1200,0.15,10200.0,7800,2400.0,23.52941176470588,2,May
ORD-2023-1214,2023-01-01,2023-01-04,Consumer,Germany,Computing,Laptop Pro 15,3,1200,0.2,2880.0,2340,540.0,18.75,3,Jan
ORD-2023-1215,2023-02-14,2023-02-16,Consumer,Saudi Arabia,Computing,Laptop Pro 15,3,1200,0.0,3600.0,2340,1260.0,35.0,2,Feb
ORD-2023-1216,2023-01-01,2023-01-04,Consumer,United Kingdom,Displays,"4K UHD Monitor 27""",4,380,0.0,1520.0,1040,480.0,31.57894736842105,3,Jan
ORD-2023-1217,2023-09-18,2023-09-20,Consumer,Uae,Computing,"Tablet Air 10""",4,520,0.0,2080.0,1360,720.0,34.61538461538461,2,Sep
ORD-2023-1218,2023-02-19,2023-02-23,Corporate,United Kingdom,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.05,209.0,95,114.0,54.54545454545454,4,Feb
ORD-2023-1219,2023-05-11,2023-05-14,Consumer,Egypt,Displays,"4K UHD Monitor 27""",1,380,0.0,380.0,260,120.0,31.57894736842105,3,May
ORD-2023-1220,2023-12-22,2023-12-27,Corporate,United Kingdom,Displays,"4K UHD Monitor 27""",1,380,0.05,361.0,260,101.0,27.977839335180054,5,Dec
ORD-2023-1221,2023-04-28,2023-05-02,Small Business,Germany,Computing,Laptop Pro 15,2,1200,0.0,2400.0,1560,840.0,35.0,4,Apr
ORD-2023-1222,2023-02-06,2023-02-10,Consumer,Uae,Mobile Devices,Smartphone Ultra,10,950,0.0,9500.0,6000,3500.0,36.84210526315789,4,Feb
ORD-2023-1223,2023-08-12,2023-08-15,Small Business,United Kingdom,Mobile Devices,Smartwatch Series 5,2,280,0.1,504.0,300,204.0,40.476190476190474,3,Aug
ORD-2023-1224,2023-01-10,2023-01-11,Corporate,Saudi Arabia,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.0,440.0,190,250.0,56.81818181818182,1,Jan
ORD-2023-1225,2023-03-10,2023-03-12,Corporate,Uae,Computing,Laptop Pro 15,2,1200,0.0,2400.0,1560,840.0,35.0,2,Mar
ORD-2023-1226,2023-02-03,2023-02-06,Small Business,Uae,Displays,"4K UHD Monitor 27""",4,380,0.0,1520.0,1040,480.0,31.57894736842105,3,Feb
ORD-2023-1227,2023-05-08,2023-05-10,Consumer,Germany,Mobile Devices,Smartphone Ultra,3,950,0.15,2422.5,1800,622.5,25.696594427244584,2,May
ORD-2023-1228,2023-01-04,2023-01-06,Consumer,United Kingdom,Audio & Accessories,Noise-Cancelling Headphones,10,220,0.0,2200.0,950,1250.0,56.81818181818182,2,Jan
ORD-2023-1229,2023-11-02,2023-11-04,Consumer,Uae,Computing,Laptop Pro 15,3,1200,0.0,3600.0,2340,1260.0,35.0,2,Nov
ORD-2023-1230,2023-07-19,2023-07-20,Consumer,Saudi Arabia,Audio & Accessories,Noise-Cancelling Headphones,4,220,0.05,836.0,380,456.0,54.54545454545454,1,Jul
ORD-2023-1231,2023-05-10,2023-05-11,Consumer,Egypt,Displays,"4K UHD Monitor 27""",5,380,0.0,1900.0,1300,600.0,31.57894736842105,1,May
ORD-2023-1232,2023-04-23,2023-04-25,Consumer,Egypt,Mobile Devices,Smartwatch Series 5,2,280,0.2,448.0,300,148.0,33.035714285714285,2,Apr
ORD-2023-1233,2023-05-09,2023-05-10,Corporate,United Kingdom,Mobile Devices,Smartphone Ultra,8,950,0.1,6840.0,4800,2040.0,29.82456140350877,1,May
ORD-2023-1234,2023-10-04,2023-10-06,Small Business,Uae,Computing,Laptop Pro 15,1,1200,0.05,1140.0,780,360.0,31.57894736842105,2,Oct
ORD-2023-1235,2023-07-17,2023-07-20,Corporate,Uae,Mobile Devices,Smartphone Ultra,4,950,0.1,3420.0,2400,1020.0,29.82456140350877,3,Jul
ORD-2023-1236,2023-02-19,2023-02-24,Consumer,Uae,Displays,"4K UHD Monitor 27""",2,380,0.1,684.0,520,164.0,23.976608187134502,5,Feb
ORD-2023-1237,2023-10-12,2023-10-13,Consumer,Uae,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.0,220.0,90,130.0,59.09090909090909,1,Oct
ORD-2023-1238,2023-01-08,2023-01-10,Consumer,United Kingdom,Displays,"4K UHD Monitor 27""",1,380,0.1,342.0,260,82.0,23.976608187134502,2,Jan
ORD-2023-1239,2023-11-20,2023-11-25,Small Business,United Kingdom,Mobile Devices,Smartphone Ultra,1,950,0.1,855.0,600,255.0,29.82456140350877,5,Nov
ORD-2023-1240,2023-07-28,2023-07-31,Consumer,United Kingdom,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.1,99.0,45,54.0,54.54545454545454,3,Jul
ORD-2023-1241,2023-03-07,2023-03-09,Consumer,Egypt,Computing,"Tablet Air 10""",3,520,0.0,1560.0,1020,540.0,34.61538461538461,2,Mar
ORD-2023-1242,2023-03-23,2023-03-26,Consumer,Saudi Arabia,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.05,418.0,190,228.0,54.54545454545454,3,Mar
ORD-2023-1243,2023-03-26,2023-03-29,Consumer,Uae,Audio & Accessories,Mechanical Gaming Keyboard,5,110,0.0,550.0,225,325.0,59.09090909090909,3,Mar
ORD-2023-1244,2023-02-10,2023-02-12,Corporate,Egypt,Mobile Devices,Smartphone Ultra,1,950,0.05,902.5,600,302.5,33.51800554016621,2,Feb
ORD-2023-1245,2023-07-30,2023-08-02,Consumer,Germany,Computing,"Tablet Air 10""",1,520,0.0,520.0,340,180.0,34.61538461538461,3,Jul
ORD-2023-1246,2023-02-22,2023-02-25,Corporate,Germany,Mobile Devices,Smartphone Ultra,1,950,0.15,807.5,600,207.5,25.696594427244584,3,Feb
ORD-2023-1247,2023-01-17,2023-01-18,Small Business,Germany,Mobile Devices,Smartphone Ultra,1,950,0.05,902.5,600,302.5,33.51800554016621,1,Jan
ORD-2023-1248,2023-01-29,2023-02-04,Corporate,Egypt,Mobile Devices,Smartwatch Series 5,3,280,0.0,840.0,450,390.0,46.42857142857143,6,Jan
ORD-2023-1249,2023-04-05,2023-04-06,Corporate,Saudi Arabia,Computing,Laptop Pro 15,2,1200,0.2,1920.0,1560,360.0,18.75,1,Apr
ORD-2023-1250,2023-06-08,2023-06-10,Small Business,Egypt,Computing,Laptop Pro 15,4,1200,0.0,4800.0,3120,1680.0,35.0,2,Jun
ORD-2023-1251,2023-01-20,2023-01-22,Corporate,Germany,Mobile Devices,Smartphone Ultra,8,950,0.0,7600.0,4800,2800.0,36.84210526315789,2,Jan
ORD-2023-1252,2023-06-24,2023-06-27,Consumer,United States,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.05,418.0,190,228.0,54.54545454545454,3,Jun
ORD-2023-1253,2023-12-09,2023-12-10,Consumer,Saudi Arabia,Computing,"Tablet Air 10""",1,520,0.2,416.0,340,76.0,18.269230769230766,1,Dec
ORD-2023-1254,2023-12-29,2024-01-04,Corporate,Saudi Arabia,Displays,"4K UHD Monitor 27""",3,380,0.0,1140.0,780,360.0,31.57894736842105,6,Dec
ORD-2023-1255,2023-03-31,2023-04-03,Consumer,Egypt,Computing,Laptop Pro 15,2,1200,0.05,2280.0,1560,720.0,31.57894736842105,3,Mar
ORD-2023-1256,2023-02-19,2023-02-22,Small Business,Egypt,Audio & Accessories,Noise-Cancelling Headphones,4,220,0.0,880.0,380,500.0,56.81818181818182,3,Feb
ORD-2023-1257,2023-05-03,2023-05-07,Consumer,Egypt,Mobile Devices,Smartphone Ultra,1,950,0.05,902.5,600,302.5,33.51800554016621,4,May
ORD-2023-1258,2023-12-10,2023-12-14,Consumer,United Kingdom,Mobile Devices,Smartwatch Series 5,4,280,0.3,784.0,600,184.0,23.46938775510204,4,Dec
ORD-2023-1259,2023-08-11,2023-08-15,Corporate,Germany,Computing,"Tablet Air 10""",1,520,0.0,520.0,340,180.0,34.61538461538461,4,Aug
ORD-2023-1260,2023-06-13,2023-06-15,Corporate,Uae,Mobile Devices,Smartphone Ultra,2,950,0.0,1900.0,1200,700.0,36.84210526315789,2,Jun
ORD-2023-1261,2023-05-30,2023-05-31,Corporate,Germany,Computing,Laptop Pro 15,1,1200,0.0,1200.0,780,420.0,35.0,1,May
ORD-2023-1262,2023-08-08,2023-08-10,Consumer,Egypt,Mobile Devices,Smartphone Ultra,2,950,0.0,1900.0,1200,700.0,36.84210526315789,2,Aug
ORD-2023-1263,2023-05-31,2023-06-04,Small Business,Uae,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.0,220.0,95,125.0,56.81818181818182,4,May
ORD-2023-1264,2023-02-15,2023-02-18,Consumer,United Kingdom,Computing,Laptop Pro 15,1,1200,0.1,1080.0,780,300.0,27.77777777777778,3,Feb
ORD-2023-1265,2023-03-21,2023-03-25,Corporate,Uae,Computing,Laptop Pro 15,2,1200,0.0,2400.0,1560,840.0,35.0,4,Mar
ORD-2023-1266,2023-06-24,2023-06-28,Consumer,Saudi Arabia,Computing,Laptop Pro 15,5,1200,0.1,5400.0,3900,1500.0,27.77777777777778,4,Jun
ORD-2023-1267,2023-05-21,2023-05-24,Corporate,Saudi Arabia,Audio & Accessories,Noise-Cancelling Headphones,3,220,0.1,594.0,285,309.0,52.02020202020202,3,May
ORD-2023-1268,2023-02-22,2023-02-26,Consumer,Egypt,Displays,"4K UHD Monitor 27""",1,380,0.1,342.0,260,82.0,23.976608187134502,4,Feb
ORD-2023-1269,2023-07-23,2023-07-29,Corporate,Uae,Computing,Laptop Pro 15,2,1200,0.15,2040.0,1560,480.0,23.52941176470588,6,Jul
ORD-2023-1270,2023-07-21,2023-07-22,Corporate,Germany,Mobile Devices,Smartphone Ultra,1,950,0.0,950.0,600,350.0,36.84210526315789,1,Jul
ORD-2023-1271,2023-12-31,2024-01-02,Consumer,Uae,Displays,"4K UHD Monitor 27""",5,380,0.0,1900.0,1300,600.0,31.57894736842105,2,Dec
ORD-2023-1272,2023-05-10,2023-05-11,Consumer,Saudi Arabia,Computing,"Tablet Air 10""",5,520,0.0,2600.0,1700,900.0,34.61538461538461,1,May
ORD-2023-1273,2023-06-12,2023-06-17,Small Business,Germany,Mobile Devices,Smartwatch Series 5,1,280,0.0,280.0,150,130.0,46.42857142857143,5,Jun
ORD-2023-1274,2023-12-05,2023-12-08,Consumer,Uae,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.15,187.0,95,92.0,49.19786096256685,3,Dec
ORD-2023-1275,2023-11-08,2023-11-13,Consumer,Germany,Audio & Accessories,Mechanical Gaming Keyboard,3,110,0.0,330.0,135,195.0,59.09090909090909,5,Nov
ORD-2023-1276,2023-02-09,2023-02-13,Consumer,Egypt,Computing,"Tablet Air 10""",1,520,0.0,520.0,340,180.0,34.61538461538461,4,Feb
ORD-2023-1277,2023-05-13,2023-05-16,Consumer,Saudi Arabia,Mobile Devices,Smartwatch Series 5,2,280,0.1,504.0,300,204.0,40.476190476190474,3,May
ORD-2023-1278,2023-05-14,2023-05-16,Consumer,Saudi Arabia,Computing,"Tablet Air 10""",4,520,0.05,1976.0,1360,616.0,31.17408906882591,2,May
ORD-2023-1279,2023-10-16,2023-10-22,Corporate,Saudi Arabia,Mobile Devices,Smartphone Ultra,1,950,0.0,950.0,600,350.0,36.84210526315789,6,Oct
ORD-2023-1280,2023-12-14,2023-12-15,Small Business,Germany,Displays,"4K UHD Monitor 27""",10,380,0.05,3610.0,2600,1010.0,27.977839335180054,1,Dec
ORD-2023-1281,2023-06-25,2023-06-28,Small Business,Germany,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.1,99.0,45,54.0,54.54545454545454,3,Jun
ORD-2023-1282,2023-10-27,2023-10-28,Consumer,United States,Audio & Accessories,Mechanical Gaming Keyboard,2,110,0.05,209.0,90,119.0,56.9377990430622,1,Oct
ORD-2023-1283,2023-07-31,2023-08-04,Small Business,United States,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.05,418.0,190,228.0,54.54545454545454,4,Jul
ORD-2023-1284,2023-10-29,2023-10-31,Consumer,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.0,110.0,45,65.0,59.09090909090909,2,Oct
ORD-2023-1285,2023-08-16,2023-08-20,Consumer,Egypt,Computing,"Tablet Air 10""",5,520,0.05,2470.0,1700,770.0,31.17408906882591,4,Aug
ORD-2023-1286,2023-03-09,2023-03-12,Consumer,Egypt,Computing,"Tablet Air 10""",2,520,0.0,1040.0,680,360.0,34.61538461538461,3,Mar
ORD-2023-1287,2023-07-12,2023-07-16,Consumer,Egypt,Computing,Laptop Pro 15,1,1200,0.1,1080.0,780,300.0,27.77777777777778,4,Jul
ORD-2023-1288,2023-11-20,2023-11-23,Corporate,Egypt,Displays,"4K UHD Monitor 27""",1,380,0.05,361.0,260,101.0,27.977839335180054,3,Nov
ORD-2023-1289,2023-10-16,2023-10-17,Consumer,Germany,Mobile Devices,Smartphone Ultra,3,950,0.3,1995.0,1800,195.0,9.774436090225564,1,Oct
ORD-2023-1290,2023-06-20,2023-06-23,Small Business,Saudi Arabia,Mobile Devices,Smartphone Ultra,1,950,0.0,950.0,600,350.0,36.84210526315789,3,Jun
ORD-2023-1291,2023-10-14,2023-10-16,Corporate,Saudi Arabia,Mobile Devices,Smartphone Ultra,5,950,0.0,4750.0,3000,1750.0,36.84210526315789,2,Oct
ORD-2023-1292,2023-04-09,2023-04-10,Corporate,Germany,Displays,"4K UHD Monitor 27""",3,380,0.15,969.0,780,189.0,19.5046439628483,1,Apr
ORD-2023-1293,2023-01-20,2023-01-26,Small Business,Saudi Arabia,Mobile Devices,Smartwatch Series 5,4,280,0.15,952.0,600,352.0,36.97478991596639,6,Jan
ORD-2023-1294,2023-08-06,2023-08-07,Corporate,Saudi Arabia,Mobile Devices,Smartwatch Series 5,2,280,0.05,532.0,300,232.0,43.609022556390975,1,Aug
ORD-2023-1295,2023-11-11,2023-11-15,Small Business,Saudi Arabia,Displays,"4K UHD Monitor 27""",5,380,0.05,1805.0,1300,505.0,27.977839335180054,4,Nov
ORD-2023-1296,2023-08-08,2023-08-15,Corporate,United States,Mobile Devices,Smartwatch Series 5,1,280,0.1,252.0,150,102.0,40.476190476190474,7,Aug
ORD-2023-1297,2023-03-11,2023-03-13,Consumer,United States,Computing,"Tablet Air 10""",3,520,0.0,1560.0,1020,540.0,34.61538461538461,2,Mar
ORD-2023-1298,2023-01-12,2023-01-14,Consumer,Uae,Computing,"Tablet Air 10""",4,520,0.0,2080.0,1360,720.0,34.61538461538461,2,Jan
ORD-2023-1299,2023-08-05,2023-08-08,Small Business,Egypt,Audio & Accessories,Mechanical Gaming Keyboard,3,110,0.05,313.5,135,178.5,56.9377990430622,3,Aug
ORD-2023-1300,2023-12-09,2023-12-12,Consumer,Uae,Computing,Laptop Pro 15,4,1200,0.15,4080.0,3120,960.0,23.52941176470588,3,Dec
ORD-2023-1301,2023-11-23,2023-11-29,Consumer,Uae,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.0,110.0,45,65.0,59.09090909090909,6,Nov
ORD-2023-1302,2023-07-21,2023-07-23,Corporate,Uae,Computing,"Tablet Air 10""",2,520,0.0,1040.0,680,360.0,34.61538461538461,2,Jul
ORD-2023-1303,2023-10-03,2023-10-06,Corporate,Germany,Computing,Laptop Pro 15,1,1200,0.05,1140.0,780,360.0,31.57894736842105,3,Oct
ORD-2023-1304,2023-07-12,2023-07-16,Consumer,Egypt,Displays,"4K UHD Monitor 27""",10,380,0.05,3610.0,2600,1010.0,27.977839335180054,4,Jul
ORD-2023-1305,2023-01-12,2023-01-16,Corporate,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,3,110,0.0,330.0,135,195.0,59.09090909090909,4,Jan
ORD-2023-1306,2023-07-11,2023-07-12,Consumer,Uae,Displays,"4K UHD Monitor 27""",2,380,0.0,760.0,520,240.0,31.57894736842105,1,Jul
ORD-2023-1307,2023-02-22,2023-02-23,Corporate,Egypt,Mobile Devices,Smartphone Ultra,3,950,0.05,2707.5,1800,907.5,33.51800554016621,1,Feb
ORD-2023-1308,2023-01-18,2023-01-24,Consumer,Saudi Arabia,Computing,Laptop Pro 15,2,1200,0.2,1920.0,1560,360.0,18.75,6,Jan
ORD-2023-1309,2023-07-06,2023-07-07,Consumer,United States,Computing,Laptop Pro 15,3,1200,0.0,3600.0,2340,1260.0,35.0,1,Jul
ORD-2023-1310,2023-10-17,2023-10-18,Corporate,Germany,Audio & Accessories,Mechanical Gaming Keyboard,1,110,0.0,110.0,45,65.0,59.09090909090909,1,Oct
ORD-2023-1311,2023-09-06,2023-09-11,Small Business,United Kingdom,Computing,Laptop Pro 15,2,1200,0.05,2280.0,1560,720.0,31.57894736842105,5,Sep
ORD-2023-1312,2023-06-15,2023-06-18,Corporate,Uae,Mobile Devices,Smartphone Ultra,1,950,0.1,855.0,600,255.0,29.82456140350877,3,Jun
ORD-2023-1313,2023-12-08,2023-12-12,Corporate,Germany,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.05,418.0,190,228.0,54.54545454545454,4,Dec
ORD-2023-1314,2023-05-27,2023-05-28,Corporate,Saudi Arabia,Audio & Accessories,Noise-Cancelling Headphones,2,220,0.0,440.0,190,250.0,56.81818181818182,1,May
ORD-2023-1315,2023-10-23,2023-10-25,Consumer,United Kingdom,Computing,"Tablet Air 10""",3,520,0.15,1326.0,1020,306.0,23.076923076923077,2,Oct
ORD-2023-1316,2023-06-08,2023-06-09,Corporate,United Kingdom,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.05,209.0,95,114.0,54.54545454545454,1,Jun
ORD-2023-1317,2023-02-20,2023-02-25,Consumer,Germany,Mobile Devices,Smartphone Ultra,10,950,0.05,9025.0,6000,3025.0,33.51800554016621,5,Feb
ORD-2023-1318,2023-09-09,2023-09-10,Corporate,Germany,Mobile Devices,Smartphone Ultra,1,950,0.15,807.5,600,207.5,25.696594427244584,1,Sep
ORD-2023-1319,2023-03-12,2023-03-14,Consumer,Saudi Arabia,Displays,"4K UHD Monitor 27""",1,380,0.0,380.0,260,120.0,31.57894736842105,2,Mar
ORD-2023-1320,2023-02-10,2023-02-13,Consumer,Uae,Displays,"4K UHD Monitor 27""",8,380,0.05,2888.0,2080,808.0,27.977839335180054,3,Feb
ORD-2023-1321,2023-07-02,2023-07-04,Consumer,Saudi Arabia,Audio & Accessories,Mechanical Gaming Keyboard,5,110,0.05,522.5,225,297.5,56.9377990430622,2,Jul
ORD-2023-1322,2023-07-04,2023-07-11,Corporate,Egypt,Computing,"Tablet Air 10""",2,520,0.0,1040.0,680,360.0,34.61538461538461,7,Jul
ORD-2023-1323,2023-04-19,2023-04-22,Consumer,Germany,Audio & Accessories,Noise-Cancelling Headphones,1,220,0.2,176.0,95,81.0,46.02272727272727,3,Apr
